Recency,Frequency,MonetaryValue,rfm_segment
365,12,300.91999999999996,Lost Customer
36,139,712.51,Top Loyal Customer
166,30,811.45,Top Lost Customer
145,48,152.68,Lost Customer
22,21,631.35,Loyal Customer
56,1,20.8,Customer Needed Attention
185,13,198.57,Lost Customer
12,39,191.17000000000002,Recent Customer
237,29,630.84,Lost Customer
225,5,93.35,Lost Customer
122,82,626.09,Customer Needed Attention
282,2,76.1,Lost Customer
74,178,1503.09,Top Customer Needed Attention
37,91,380.39,Loyal Customer
12,57,415.13,Recent Customer
362,37,157.92,Lost Customer
4,53,226.47,Recent Customer
23,22,444.68,Loyal Customer
70,30,2116.19,Top Customer Needed Attention
235,32,242.29,Lost Customer
257,14,174.8,Lost Customer
373,28,102.78999999999999,Lost Customer
155,31,187.29,Lost Customer
28,30,162.22,Loyal Customer
4,46,120.03,Recent Customer
32,122,1477.66,Top Loyal Customer
81,3,523.0,Customer Needed Attention
108,29,122.14,Customer Needed Attention
52,5,38.45,Customer Needed Attention
36,164,612.72,Loyal Customer
153,22,236.77999999999997,Lost Customer
99,21,115.31,Customer Needed Attention
4,10,220.7,Recent Customer
334,5,73.5,Lost Customer
65,33,93.82000000000001,Customer Needed Attention
22,110,418.68,Loyal Customer
36,49,713.89,Top Loyal Customer
32,94,403.12,Loyal Customer
154,19,70.02,Lost Customer
19,19,357.20000000000005,Loyal Customer
12,460,4075.12,Champion
54,7,165.04999999999998,Customer Needed Attention
25,115,529.29,Loyal Customer
4,128,2085.65,Champion
45,43,178.34,Loyal Customer
203,7,172.29000000000002,Lost Customer
359,5,74.4,Lost Customer
66,21,297.07,Customer Needed Attention
7,361,6729.29,Champion
288,19,363.65,Lost Customer
10,3,170.16,Recent Customer
9,21,296.71,Recent Customer
22,46,2119.41,Top Loyal Customer
173,27,720.52,Top Lost Customer
133,7,814.0,Top Customer Needed Attention
6,138,2380.08,Champion
75,10,318.0,Customer Needed Attention
40,37,396.33,Loyal Customer
289,1,101.69999999999999,Lost Customer
26,459,1994.39,Champion
258,25,453.0,Lost Customer
155,36,-5.329070518200751e-15,Lost Customer
114,75,3846.7400000000002,Top Customer Needed Attention
374,13,489.6,Lost Customer
23,153,2538.7200000000003,Champion
8,223,2584.41,Champion
217,29,336.13,Lost Customer
45,123,3613.15,Champion
19,2,1231.5,Top Loyal Customer
36,17,343.45,Loyal Customer
26,70,680.84,Top Loyal Customer
16,2,87.52999999999999,Recent Customer
330,29,689.95,Top Lost Customer
274,7,101.34,Lost Customer
98,7,3770.1199999999994,Top Customer Needed Attention
61,37,166.03,Customer Needed Attention
2,90,9065.76,Top Recent Customer
93,38,2083.42,Top Customer Needed Attention
82,70,3017.3,Top Customer Needed Attention
313,21,580.0500000000001,Lost Customer
12,196,849.06,Top Recent Customer
8,107,2657.45,Champion
127,19,168.31,Customer Needed Attention
11,40,222.4,Recent Customer
1,433,256438.49,Champion
37,38,754.64,Top Loyal Customer
38,18,113.48000000000002,Loyal Customer
330,37,421.9,Lost Customer
249,19,264.65,Lost Customer
2,451,7877.27,Champion
19,40,168.55,Loyal Customer
12,26,352.69,Recent Customer
369,1,76.32000000000001,Lost Customer
290,28,220.1,Lost Customer
68,371,1403.1100000000001,Top Customer Needed Attention
26,72,315.65,Loyal Customer
11,1268,5567.03,Champion
368,29,180.7,Lost Customer
214,17,111.15,Lost Customer
149,31,653.3,Top Lost Customer
8,357,1793.06,Champion
24,34,574.4399999999999,Loyal Customer
30,193,1130.1,Top Loyal Customer
61,52,200.92000000000002,Customer Needed Attention
19,46,347.08,Loyal Customer
243,14,112.55000000000001,Lost Customer
9,71,1045.74,Top Recent Customer
211,2,715.4999999999999,Top Lost Customer
29,20,681.9100000000001,Top Loyal Customer
63,39,761.83,Top Customer Needed Attention
295,8,152.65,Lost Customer
17,162,8393.22,Champion
361,1,-35.400000000000006,Lost Customer
151,18,1014.9,Top Lost Customer
117,61,1000.16,Top Customer Needed Attention
8,43,2888.75,Top Recent Customer
13,221,2861.55,Champion
141,10,160.35000000000002,Customer Needed Attention
46,7,179.33999999999997,Loyal Customer
51,16,612.0799999999999,Customer Needed Attention
32,37,566.58,Loyal Customer
135,38,653.35,Top Customer Needed Attention
3,21,399.19,Recent Customer
75,28,347.82,Customer Needed Attention
13,122,675.64,Top Recent Customer
9,35,451.75,Recent Customer
301,23,530.15,Lost Customer
57,39,638.0600000000001,Customer Needed Attention
10,81,1612.79,Top Recent Customer
31,25,394.7,Loyal Customer
177,10,302.46000000000004,Lost Customer
4,43,1355.51,Top Recent Customer
176,139,1123.74,Top Lost Customer
61,9,202.65,Customer Needed Attention
33,38,980.31,Top Loyal Customer
59,56,1208.51,Top Customer Needed Attention
15,197,7490.17,Champion
87,31,2106.84,Top Customer Needed Attention
7,1,104.0,Recent Customer
354,33,448.65,Lost Customer
31,74,1313.6200000000001,Top Loyal Customer
114,99,1573.41,Top Customer Needed Attention
9,90,1793.17,Top Recent Customer
5,119,1843.75,Champion
24,41,366.85,Loyal Customer
218,44,600.52,Lost Customer
15,1,49.8,Recent Customer
249,17,304.25,Lost Customer
15,72,1998.49,Top Recent Customer
78,69,1084.34,Top Customer Needed Attention
192,16,274.51,Lost Customer
262,7,207.79999999999998,Lost Customer
72,45,957.97,Top Customer Needed Attention
151,18,212.96,Lost Customer
64,9,896.0,Top Customer Needed Attention
95,139,686.63,Top Customer Needed Attention
4,166,5083.06,Champion
106,30,150.35,Customer Needed Attention
200,68,1396.99,Top Lost Customer
157,19,160.42000000000002,Lost Customer
71,194,1960.95,Champion
36,32,517.36,Loyal Customer
29,8,139.10000000000002,Loyal Customer
2,134,2621.38,Champion
26,42,600.07,Loyal Customer
326,34,216.07,Lost Customer
237,15,232.48000000000002,Lost Customer
89,13,299.34000000000003,Customer Needed Attention
31,26,481.75,Loyal Customer
29,31,621.75,Loyal Customer
206,23,606.22,Lost Customer
3,115,2019.77,Champion
220,4,297.78000000000003,Lost Customer
22,65,1033.31,Top Loyal Customer
93,19,443.0,Customer Needed Attention
2,299,6315.2300000000005,Champion
264,10,158.95000000000002,Lost Customer
3,284,5356.86,Champion
39,245,5192.1,Champion
218,5,93.75,Lost Customer
50,32,769.2,Top Loyal Customer
12,164,7276.900000000001,Champion
9,89,2716.6000000000004,Top Recent Customer
192,125,2054.67,Top Lost Customer
82,40,582.47,Customer Needed Attention
326,1,440.0,Lost Customer
72,104,1796.48,Champion
30,49,882.24,Top Loyal Customer
3,61,987.1,Top Recent Customer
219,88,1561.6100000000001,Top Lost Customer
46,6,422.58,Loyal Customer
10,105,2058.09,Champion
72,78,2232.4900000000002,Top Customer Needed Attention
7,177,2507.56,Champion
24,4,596.1,Loyal Customer
114,49,783.02,Top Customer Needed Attention
17,8,95.34,Recent Customer
301,22,342.92,Lost Customer
87,16,4314.72,Top Customer Needed Attention
51,94,518.27,Customer Needed Attention
89,6,103.3,Customer Needed Attention
355,4,-50.1,Lost Customer
39,123,2265.38,Champion
25,42,2338.6000000000004,Top Loyal Customer
173,139,2580.15,Top Lost Customer
43,21,324.24,Loyal Customer
140,13,149.48,Customer Needed Attention
23,62,1211.08,Top Loyal Customer
72,46,801.51,Top Customer Needed Attention
134,2,0.0,Customer Needed Attention
358,8,138.9,Lost Customer
38,13,238.95000000000002,Loyal Customer
3,170,3064.78,Champion
2,3,204.0,Recent Customer
18,22,1.7763568394002505e-15,Loyal Customer
21,16,323.36,Loyal Customer
58,9,97.63,Customer Needed Attention
74,9,173.9,Customer Needed Attention
278,10,180.60000000000002,Lost Customer
181,7,80.82,Lost Customer
8,13,176.6,Recent Customer
4,721,2045.53,Champion
43,70,1837.28,Top Loyal Customer
